channel_name,channel_id,video_id,video_title,video_published_at,view_count,video_like_count,comment_id,comment_text,author,author_id,comment_like_count,comment_published_at,is_pinned,is_reply,parent_comment_id,cleaned_text,Topic_Category,cleaned_comment,sentiment_result,sentiment_score,sentiment_bucket,sentiment_score_raw,sentiment_label_raw,comment_weight,impact_weighted_sentiment
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgyqYrdnr4ZatQu8F3F4AaABAg,The sole purpose is to die. No alternative,@Deef3lony,UCD9wasVFInFpBRtDyd83JrA,0,2025-09-29T11:36:40Z,False,False,,the sole purpose is to die. no alternative,religion / spirituality,the sole purpose is to die. no alternative,"{'score': 0.67, 'category': 'Positive', 'score_raw': 0.67, 'category_raw': 'Negative'}",0.67,Positive,0.67,Negative,1.0,0.67
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgzkoibCB5QGGGMbyq14AaABAg,GTA is the purpose,@billwalton4571,UCqNoLBeSgy-CK0XSu9Uw06A,0,2025-09-29T11:36:30Z,False,False,,gta is the purpose,religion / spirituality,gta is the purpose,"{'score': 0.5, 'category': 'Positive', 'score_raw': 0.5, 'category_raw': 'Neutral'}",0.5,Positive,0.5,Neutral,1.0,0.5
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgztWQOgG5wJTXxC3rR4AaABAg,An admirable and gentlemanly discussion. Thank you!,@ram.i,UCliALUV1gyvC3sD2Sg6Ap7Q,0,2025-09-29T11:36:19Z,False,False,,an admirable and gentlemanly discussion. thank you!,religion / spirituality,an admirable and gentlemanly discussion. thank you!,"{'score': 0.75, 'category': 'Positive', 'score_raw': 0.75, 'category_raw': 'Positive'}",0.75,Positive,0.75,Positive,1.0,0.75
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,Ugyse7iX1FqVl-DdWgB4AaABAg,"I don’t have to be in control because God is in control, and that has been one of the most impactful lessons of my life. I can have peace on the mountaintop, in the valley, or in the eye of the storm.",@crazeekids9744,UCB9-MzGdg7wTW5XumTMQpjQ,1,2025-09-29T11:36:09Z,False,False,,"i dont have to be in control because god is in control, and that has been one of the most impactful lessons of my life. i can have peace on the mountaintop, in the valley, or in the eye of the storm.",religion / spirituality,"i dont have to be in control because god is in control, and that has been one of the most impactful lessons of my life. i can have peace on the mountaintop, in the valley, or in the eye of the storm.","{'score': 0.64, 'category': 'Positive', 'score_raw': 0.64, 'category_raw': 'Positive'}",0.64,Positive,0.64,Positive,1.2,0.768
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgxzIbB2o1h2WRVBk5x4AaABAg,The only psychiatrist 👩‍⚕️ that ever saved me was a woman 🧍‍♀️! Note 📝 that… 🥱😎💅,@loricannon2988,UCpNip3FqHmtH9sBHFEhJkGA,1,2025-09-29T11:35:58Z,False,False,,the only psychiatrist  that ever saved me was a woman ! note  that,religion / spirituality,the only psychiatrist  that ever saved me was a woman ! note  that,"{'score': 0.5, 'category': 'Positive', 'score_raw': 0.5, 'category_raw': 'Neutral'}",0.5,Positive,0.5,Neutral,1.2,0.6
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgyWVLKSL8ZRzhSGovV4AaABAg,"I find this an interesting discussion, but feel the premise is a bit off.  First, it would have been lovely to have included a feminine voice in the discussion.  This conversation definitely had a masculine skew, IMO. People often find purpose and meaning being on any side of a religious or spiritual position. Consider the possibility that there can be a hierarchy of meaning and purpose. Theories of developmental psychology and pediatrics often focus on purpose early in life.  As we mature we replace that purpose with learning to set appropriate goals and achievements. If we continue in that maturation we develop a deeper inner awareness that reveals a correspondingly deeper and richer sense of purpose. Modern technology with social media and gaming hacks the dopamine reward system and highjacks our evolution of purpose and reduces the lives of some people to that ascribed by the social media or games.",@TamaleeAndersen-i9h,UC25X3kSRYVlFKjOk9RwCu6w,0,2025-09-29T11:35:31Z,False,False,,"i find this an interesting discussion, but feel the premise is a bit off.  first, it would have been lovely to have included a feminine voice in the discussion.  this conversation definitely had a masculine skew, imo. people often find purpose and meaning being on any side of a religious or spiritual position. consider the possibility that there can be a hierarchy of meaning and purpose. theories of developmental psychology and pediatrics often focus on purpose early in life.  as we mature we replace that purpose with learning to set appropriate goals and achievements. if we continue in that maturation we develop a deeper inner awareness that reveals a correspondingly deeper and richer sense of purpose. modern technology with social media and gaming hacks the dopamine reward system and highjacks our evolution of purpose and reduces the lives of some people to that ascribed by the social media or games.",religion / spirituality,"i find this an interesting discussion, but feel the premise is a bit off.  first, it would have been lovely to have included a feminine voice in the discussion.  this conversation definitely had a masculine skew, imo. people often find purpose and meaning being on any side of a religious or spiritual position. consider the possibility that there can be a hierarchy of meaning and purpose. theories of developmental psychology and pediatrics often focus on purpose early in life.  as we mature we replace that purpose with learning to set appropriate goals and achievements. if we continue in that maturation we develop a deeper inner awareness that reveals a correspondingly deeper and richer sense of purpose. modern technology with social media and gaming hacks the dopamine reward system and highjacks our evolution of purpose and reduces the lives of some people to that ascribed by the social media or games.","{'score': 0.57, 'category': 'Positive', 'score_raw': 0.57, 'category_raw': 'Neutral'}",0.57,Positive,0.57,Neutral,1.0,0.57
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,Ugz2cDPl0elqLEKzaOR4AaABAg,Alex is not an atheist.,@Arpier,UCam_kzNREot4q-P0UR-p_9g,1,2025-09-29T11:35:01Z,False,False,,alex is not an atheist.,religion / spirituality,alex is not an atheist.,"{'score': 0.78, 'category': 'Super Positive', 'score_raw': 0.78, 'category_raw': 'Neutral'}",0.78,Super Positive,0.78,Neutral,1.2,0.9359999999999999
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,Ugz2cDPl0elqLEKzaOR4AaABAg.ANeKFjKa54nANeKiyiR8vk,Agnostic,@jaughnekow,UCo4WTO3RfdXnGwSq0NMm-3w,0,2025-09-29T11:39:09Z,False,True,Ugz2cDPl0elqLEKzaOR4AaABAg,agnostic,religion / spirituality,agnostic,"{'score': 0.75, 'category': 'Positive', 'score_raw': 0.75, 'category_raw': 'Neutral'}",0.75,Positive,0.75,Neutral,1.0,0.75
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,Ugzq_29c1khoTkPF0CR4AaABAg,The only thing you can prove is that you are a thinking thing.,@kingdrippygames,UCL9DTqX9C64Ixwg3Mc9uw2w,0,2025-09-29T11:34:31Z,False,False,,the only thing you can prove is that you are a thinking thing.,religion / spirituality,the only thing you can prove is that you are a thinking thing.,"{'score': 0.78, 'category': 'Super Positive', 'score_raw': 0.78, 'category_raw': 'Neutral'}",0.78,Super Positive,0.78,Neutral,1.0,0.78
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgyyY2VJj0dPJ9BkzJt4AaABAg,"Theism is a joke. The future is In how to deal with the absurd, Not denying its existence with a fairy tale.",@MaddSpazz2000,UCfdog3rtL6s-LNNAEp5vv7A,1,2025-09-29T11:34:04Z,False,False,,"theism is a joke. the future is in how to deal with the absurd, not denying its existence with a fairy tale.",religion / spirituality,"theism is a joke. the future is in how to deal with the absurd, not denying its existence with a fairy tale.","{'score': 0.5, 'category': 'Positive', 'score_raw': 0.5, 'category_raw': 'Neutral'}",0.5,Positive,0.5,Neutral,1.2,0.6
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,Ugy3AhauY-H1yIwjjPN4AaABAg,Something weird is happening on the DEX right now — swaps are giving 7x the usual amount. I recorded a video showing exactly what’s going on,@TirrellBernard-e3v,UCh5hOiGSXrB5lVlJhHOMJPg,0,2025-09-29T11:34:03Z,False,False,,something weird is happening on the dex right now  swaps are giving 7x the usual amount. i recorded a video showing exactly whats going on,religion / spirituality,something weird is happening on the dex right now  swaps are giving 7x the usual amount. i recorded a video showing exactly whats going on,"{'score': 0.7, 'category': 'Positive', 'score_raw': 0.7, 'category_raw': 'Neutral'}",0.7,Positive,0.7,Neutral,1.0,0.7
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,Ugw6FLTJ7JtHmoiBErF4AaABAg,I love this content. And I think this is what we should be talking about everyday as we walk through life. I feel like this is indeed game with set rules. With purpose that we can indeed create. Religion is designed to bring people together but ultimately contains man made rule sets to keep the ball rolling. What is beyond us is simply beyond. However you can’t deny the power of the teachings in religious books. They are so powerful that they warn against organized religion yet we still use these books to spin our own narrative. It’s a personal walk. These bodies are our vehicles and they require maintenance. This is my take.,@kingdrippygames,UCL9DTqX9C64Ixwg3Mc9uw2w,0,2025-09-29T11:34:00Z,False,False,,i love this content. and i think this is what we should be talking about everyday as we walk through life. i feel like this is indeed game with set rules. with purpose that we can indeed create. religion is designed to bring people together but ultimately contains man made rule sets to keep the ball rolling. what is beyond us is simply beyond. however you cant deny the power of the teachings in religious books. they are so powerful that they warn against organized religion yet we still use these books to spin our own narrative. its a personal walk. these bodies are our vehicles and they require maintenance. this is my take.,religion / spirituality,i love this content. and i think this is what we should be talking about everyday as we walk through life. i feel like this is indeed game with set rules. with purpose that we can indeed create. religion is designed to bring people together but ultimately contains man made rule sets to keep the ball rolling. what is beyond us is simply beyond. however you cant deny the power of the teachings in religious books. they are so powerful that they warn against organized religion yet we still use these books to spin our own narrative. its a personal walk. these bodies are our vehicles and they require maintenance. this is my take.,"{'score': 0.64, 'category': 'Positive', 'score_raw': 0.64, 'category_raw': 'Neutral'}",0.64,Positive,0.64,Neutral,1.0,0.64
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgwGSb7U5QfSd0re5xh4AaABAg,"WTF is a ""spiritual thinker""? Someone who believes every idea that pops up in his mind? Someone who waits for mindly inputs from whatever he believes is spiritual? Someone for whom everything is undecidable and no final conclusion can be reached at any subject? Someone for whom one thing seems right today and the opposite right tomorrow? ...
In the end, a ""spiritual thinker"" is most probably someone, who doesnt want any of his thoughts to be questioned, and therefor shifts their origin to an imaginary instance nobody can either prove nor disprove.",@petermeyer6873,UC49DzLTuCZWM9d7opul5QuQ,1,2025-09-29T11:32:50Z,False,False,,"wtf is a ""spiritual thinker""? someone who believes every idea that pops up in his mind? someone who waits for mindly inputs from whatever he believes is spiritual? someone for whom everything is undecidable and no final conclusion can be reached at any subject? someone for whom one thing seems right today and the opposite right tomorrow? ...
in the end, a ""spiritual thinker"" is most probably someone, who doesnt want any of his thoughts to be questioned, and therefor shifts their origin to an imaginary instance nobody can either prove nor disprove.",religion / spirituality,"wtf is a ""spiritual thinker""? someone who believes every idea that pops up in his mind? someone who waits for mindly inputs from whatever he believes is spiritual? someone for whom everything is undecidable and no final conclusion can be reached at any subject? someone for whom one thing seems right today and the opposite right tomorrow? ...
in the end, a ""spiritual thinker"" is most probably someone, who doesnt want any of his thoughts to be questioned, and therefor shifts their origin to an imaginary instance nobody can either prove nor disprove.","{'score': -0.09999999999999998, 'category': 'Neutral', 'score_raw': 0.2, 'category_raw': 'Neutral'}",-0.09999999999999998,Neutral,0.2,Neutral,1.2,-0.11999999999999997
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,Ugxy4QxF6PwFNvyS1tt4AaABAg,Hahahaha knot 🪢 one ☝️ woman 👩?,@loricannon2988,UCpNip3FqHmtH9sBHFEhJkGA,1,2025-09-29T11:32:49Z,False,False,,hahahaha knot  one  woman ?,religion / spirituality,hahahaha knot  one  woman ?,"{'score': 0.25, 'category': 'Positive', 'score_raw': 0.25, 'category_raw': 'Neutral'}",0.25,Positive,0.25,Neutral,1.2,0.3
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgwZixaeBS9LjCYWkr54AaABAg,"I'm sorry but organized religion is nothing more than mass brain washing ... there is not one single shred of scientific evidence that a 'supreme being' of some sort created the universe ... not one yet literally billions of humans believe this.  In fact there is literally orders of magnitude more evidence that non human intelligence has been visiting this planet for decades and maybe hundreds or even thousands of years than the existence of a 'god' but billions don't believe this.  Why?  Because for 5,000 years humans have been conditioned (brain washed );into believing it.  Just imagine a world whee if since recorded time the powerful leaders of the ancient world pushed the narrative that NHI have been visiting us and then in 1947 someone reported that a 'god' had appeared in New Mexico and informed the population that he created the universe thereby giving birth to religion for only the past 70 years and not 5,000 years .""............ something to think about",@astrophysicistguy,UCtTz3EcInXtyRn-jvj7yduA,1,2025-09-29T11:32:10Z,False,False,,"i'm sorry but organized religion is nothing more than mass brain washing ... there is not one single shred of scientific evidence that a 'supreme being' of some sort created the universe ... not one yet literally billions of humans believe this.  in fact there is literally orders of magnitude more evidence that non human intelligence has been visiting this planet for decades and maybe hundreds or even thousands of years than the existence of a 'god' but billions don't believe this.  why?  because for 5,000 years humans have been conditioned (brain washed );into believing it.  just imagine a world whee if since recorded time the powerful leaders of the ancient world pushed the narrative that nhi have been visiting us and then in 1947 someone reported that a 'god' had appeared in new mexico and informed the population that he created the universe thereby giving birth to religion for only the past 70 years and not 5,000 years .""............ something to think about",religion / spirituality,"i'm sorry but organized religion is nothing more than mass brain washing ... there is not one single shred of scientific evidence that a 'supreme being' of some sort created the universe ... not one yet literally billions of humans believe this.  in fact there is literally orders of magnitude more evidence that non human intelligence has been visiting this planet for decades and maybe hundreds or even thousands of years than the existence of a 'god' but billions don't believe this.  why?  because for 5,000 years humans have been conditioned (brain washed );into believing it.  just imagine a world whee if since recorded time the powerful leaders of the ancient world pushed the narrative that nhi have been visiting us and then in 1947 someone reported that a 'god' had appeared in new mexico and informed the population that he created the universe thereby giving birth to religion for only the past 70 years and not 5,000 years .""............ something to think about","{'score': 0.24, 'category': 'Positive', 'score_raw': 0.24, 'category_raw': 'Neutral'}",0.24,Positive,0.24,Neutral,1.2,0.288
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgweEm_q8kbWzoNc4ft4AaABAg,3 way discussions are annoying prob should of just been Alex and the Christian,@ando336699,UC_aW3vh8TkQeJqkAP0OizhQ,0,2025-09-29T11:32:10Z,False,False,,3 way discussions are annoying prob should of just been alex and the christian,religion / spirituality,3 way discussions are annoying prob should of just been alex and the christian,"{'score': 0.10000000000000003, 'category': 'Neutral', 'score_raw': 0.4, 'category_raw': 'Neutral'}",0.10000000000000003,Neutral,0.4,Neutral,1.0,0.10000000000000003
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgwCSkV-Bw9ma9esbal4AaABAg,"You don’t need a religious story to feel grounded. For some of us, it’s more solid to anchor life in reality itself, science and evidence that actually hold up. The universe is vast and awe-inspiring enough to give a deep sense of connection, and human values like empathy and fairness guide how we live together. Relationships and community bring stability, and purpose can be created through growth, health, creativity, and making the world better. And instead of filling every unknown with a made-up answer, there’s real strength in the humility of saying “we don’t know yet.” That’s a foundation built on truth, not myth.",@BITSTREAM-R3,UCLT02YbGMOcKl8pGIeUNUmg,1,2025-09-29T11:31:55Z,False,False,,"you dont need a religious story to feel grounded. for some of us, its more solid to anchor life in reality itself, science and evidence that actually hold up. the universe is vast and awe-inspiring enough to give a deep sense of connection, and human values like empathy and fairness guide how we live together. relationships and community bring stability, and purpose can be created through growth, health, creativity, and making the world better. and instead of filling every unknown with a made-up answer, theres real strength in the humility of saying we dont know yet. thats a foundation built on truth, not myth.",religion / spirituality,"you dont need a religious story to feel grounded. for some of us, its more solid to anchor life in reality itself, science and evidence that actually hold up. the universe is vast and awe-inspiring enough to give a deep sense of connection, and human values like empathy and fairness guide how we live together. relationships and community bring stability, and purpose can be created through growth, health, creativity, and making the world better. and instead of filling every unknown with a made-up answer, theres real strength in the humility of saying we dont know yet. thats a foundation built on truth, not myth.","{'score': 0.8, 'category': 'Super Positive', 'score_raw': 0.8, 'category_raw': 'Positive'}",0.8,Super Positive,0.8,Positive,1.2,0.96
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,Ugy5p6NbMD6i75xKupN4AaABAg,Y'all.,@alexanderhamilton6370,UCKaBgZr_7POyPPr3E7lSOHA,0,2025-09-29T11:31:44Z,False,False,,y'all.,religion / spirituality,y'all.,"{'score': 0.2, 'category': 'Positive', 'score_raw': 0.2, 'category_raw': 'Neutral'}",0.2,Positive,0.2,Neutral,1.0,0.2
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgzQVEvJNEwdHrp2QQd4AaABAg,"Alex has won the debate, but Dr K has explored some relevant points. Greg has too many dogmatic views, so not useful to sustain a meaningful life.",@centauroachilles,UCFa9Vx2BCMjx6cEg_c83gJQ,1,2025-09-29T11:31:31Z,False,False,,"alex has won the debate, but dr k has explored some relevant points. greg has too many dogmatic views, so not useful to sustain a meaningful life.",religion / spirituality,"alex has won the debate, but dr k has explored some relevant points. greg has too many dogmatic views, so not useful to sustain a meaningful life.","{'score': 0.5, 'category': 'Positive', 'score_raw': 0.5, 'category_raw': 'Neutral'}",0.5,Positive,0.5,Neutral,1.2,0.6
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgzQVEvJNEwdHrp2QQd4AaABAg.ANeJr8VHooSANeKRmeDewc,"There's nothing wrong with dogmas if they're correct even though you don't know why.
As a child, your parents telling you to clean your room is a dogma. Is it less meaningful because you don't know why...?",@tigerowlfox,UCaIbuq2HwsXMnZ2TMnq29sQ,0,2025-09-29T11:36:40Z,False,True,UgzQVEvJNEwdHrp2QQd4AaABAg,"there's nothing wrong with dogmas if they're correct even though you don't know why.
as a child, your parents telling you to clean your room is a dogma. is it less meaningful because you don't know why...?",religion / spirituality,"there's nothing wrong with dogmas if they're correct even though you don't know why.
as a child, your parents telling you to clean your room is a dogma. is it less meaningful because you don't know why...?","{'score': 0.15000000000000002, 'category': 'Positive', 'score_raw': 0.45, 'category_raw': 'Neutral'}",0.15000000000000002,Positive,0.45,Neutral,1.0,0.15000000000000002
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgytJ0FVFR2w5yZMU2l4AaABAg,"Super important topic, can't wait to watch it full",@zoidess,UCjxOB8RRlc4s7YGvZb3qjBA,0,2025-09-29T11:31:23Z,False,False,,"super important topic, can't wait to watch it full",religion / spirituality,"super important topic, can't wait to watch it full","{'score': 0.8, 'category': 'Super Positive', 'score_raw': 0.8, 'category_raw': 'Positive'}",0.8,Super Positive,0.8,Positive,1.0,0.8
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgzLKfAF8a9aG8aViiR4AaABAg,"Alex: dedicated to exploring the truth of the universe
Greg: fell in love with Christmas a little too much 
Dr K: desperate to find a box for everything
Me: driven by ego to make this comment",@gadgetusgoblinus2111,UCvKEcRkRauakZ-UWRUf0huw,1,2025-09-29T11:30:54Z,False,False,,"alex: dedicated to exploring the truth of the universe
greg: fell in love with christmas a little too much 
dr k: desperate to find a box for everything
me: driven by ego to make this comment",religion / spirituality,"alex: dedicated to exploring the truth of the universe
greg: fell in love with christmas a little too much 
dr k: desperate to find a box for everything
me: driven by ego to make this comment","{'score': 0.5, 'category': 'Positive', 'score_raw': 0.5, 'category_raw': 'Neutral'}",0.5,Positive,0.5,Neutral,1.2,0.6
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgwzBiNtTQwPyryO2-t4AaABAg,"I have no problem with believing on God. The problem is in the FACT that almost all religions demand you believe in their God and only their God and everyone else is wrong. There is something unbelievably arrogant and foolish in this practice and it has lead and still leads to nothing but problems, war, some of the most hainous acts ever. I think Kevin Smith said it best in dogma. ""It better to have Ideas, you can change ideas. Beliefs are almost impossible to change"".. i dont remember the exact line but thats how i have lived forever. There are entirely wayyyy too many contradictions in religion, especially Christianity.",@wilmofosho,UCHpmRY6RFF8l4aXnva0VnSQ,1,2025-09-29T11:30:17Z,False,False,,"i have no problem with believing on god. the problem is in the fact that almost all religions demand you believe in their god and only their god and everyone else is wrong. there is something unbelievably arrogant and foolish in this practice and it has lead and still leads to nothing but problems, war, some of the most hainous acts ever. i think kevin smith said it best in dogma. ""it better to have ideas, you can change ideas. beliefs are almost impossible to change"".. i dont remember the exact line but thats how i have lived forever. there are entirely wayyyy too many contradictions in religion, especially christianity.",religion / spirituality,"i have no problem with believing on god. the problem is in the fact that almost all religions demand you believe in their god and only their god and everyone else is wrong. there is something unbelievably arrogant and foolish in this practice and it has lead and still leads to nothing but problems, war, some of the most hainous acts ever. i think kevin smith said it best in dogma. ""it better to have ideas, you can change ideas. beliefs are almost impossible to change"".. i dont remember the exact line but thats how i have lived forever. there are entirely wayyyy too many contradictions in religion, especially christianity.","{'score': -0.04999999999999999, 'category': 'Neutral', 'score_raw': 0.25, 'category_raw': 'Neutral'}",-0.04999999999999999,Neutral,0.25,Neutral,1.2,-0.059999999999999984
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,Ugx6w810GVrDz9arOvV4AaABAg,"That clinical psychologist or whatever is such an intellectually dishonest person. He bulldozes the conversation as if he himself is the mediator of this whole discussion. I am personally a believer of God myself but I also find intellectual honesty to be paramount in these discussions. Alex has stated his point clearly and it makes sense, but this other guy keeps trying to derail logic with some sort of incorrect psychological judo that he himself is grappling with",@vurbzfenomeno,UCdD1ZoMaplhS9w46kz-ItAQ,0,2025-09-29T11:29:42Z,False,False,,"that clinical psychologist or whatever is such an intellectually dishonest person. he bulldozes the conversation as if he himself is the mediator of this whole discussion. i am personally a believer of god myself but i also find intellectual honesty to be paramount in these discussions. alex has stated his point clearly and it makes sense, but this other guy keeps trying to derail logic with some sort of incorrect psychological judo that he himself is grappling with",religion / spirituality,"that clinical psychologist or whatever is such an intellectually dishonest person. he bulldozes the conversation as if he himself is the mediator of this whole discussion. i am personally a believer of god myself but i also find intellectual honesty to be paramount in these discussions. alex has stated his point clearly and it makes sense, but this other guy keeps trying to derail logic with some sort of incorrect psychological judo that he himself is grappling with","{'score': -0.06999999999999998, 'category': 'Neutral', 'score_raw': 0.23, 'category_raw': 'Neutral'}",-0.06999999999999998,Neutral,0.23,Neutral,1.0,-0.06999999999999998
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgwrPa1mOZ_uiDv7nol4AaABAg,Dr K saying Y'all just feels weird.,@90DayGoalsllc,UCEWxWJ3eF-hMYa8sWJhnWaA,0,2025-09-29T11:29:29Z,False,False,,dr k saying y'all just feels weird.,religion / spirituality,dr k saying y'all just feels weird.,"{'score': 0.3, 'category': 'Positive', 'score_raw': 0.3, 'category_raw': 'Neutral'}",0.3,Positive,0.3,Neutral,1.0,0.3
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,Ugzx43QpdUPLoqBxrDd4AaABAg,"""I reject (the grammar) of the question""

Ladies and gentleman, Alex O'Connor 😂😂

Excellent point though. Asking if one knows the purpose, is a claim that there is one. At least if it would be presented as the(!) purpose.",@ep8569,UC9ROwCAnbl3hJCTIJgg--FQ,1,2025-09-29T11:29:02Z,False,False,,"""i reject (the grammar) of the question""

ladies and gentleman, alex o'connor 

excellent point though. asking if one knows the purpose, is a claim that there is one. at least if it would be presented as the(!) purpose.",religion / spirituality,"""i reject (the grammar) of the question""

ladies and gentleman, alex o'connor 

excellent point though. asking if one knows the purpose, is a claim that there is one. at least if it would be presented as the(!) purpose.","{'score': 0.55, 'category': 'Positive', 'score_raw': 0.55, 'category_raw': 'Neutral'}",0.55,Positive,0.55,Neutral,1.2,0.66
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgxtG2rE6_5XAglOaCN4AaABAg,"Dr frank turek would have been a better representative for Christianity, he is great at apologetics",@mosesj10,UC0piGObYNMI7f5ToE1DHe-w,0,2025-09-29T11:28:56Z,False,False,,"dr frank turek would have been a better representative for christianity, he is great at apologetics",religion / spirituality,"dr frank turek would have been a better representative for christianity, he is great at apologetics","{'score': 0.5, 'category': 'Positive', 'score_raw': 0.5, 'category_raw': 'Neutral'}",0.5,Positive,0.5,Neutral,1.0,0.5
